data/template.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template1.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template2.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template3.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template4.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template5.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template6.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template7.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template8.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template9.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template10.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template11.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template12.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template13.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template14.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template15.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template16.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template17.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template18.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template19.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template20.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template21.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template22.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template23.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template24.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template25.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template26.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template27.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template28.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template29.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
data/template30.png,"opepen, 2d opepen, opepen template, opepen base, opepen outline, opepen schematic, black outline, hollow, white background"
